Title,Review
Terrific purchase,Camera quality is good and display is also well ...cheap and best phoneREAD MORE
Excellent,ExcellentREAD MORE
Best in the market!,Good and wounderfull mobileREAD MORE
Horrible,Please don't buy these oneREAD MORE
Useless product,Worst mobile. Touch not working properly in vertical direction at top of mobile. Hanging issues there. During call display not gets off.Don't waste money After using MoTo this is utter wasteREAD MORE
Highly recommended,GoodREAD MORE
Best in the market!,Good Option Terrible purchase. i  Like flipkart  service  is very  very  good.  Like  it this mobileREAD MORE
Good choice,Best in this Price.READ MORE
Good quality product,ExcellentREAD MORE
Good quality product,GudREAD MORE
Very poor,Replacement  not allowed  for ths product.battery is so poorREAD MORE
Worth every penny,The product was greatREAD MORE
Great product,Super Phone Please Buy NowREAD MORE
Does the job,1 Size is very big unusual. 2 screen resolution is not good.3 Battery is good stay 2 days with normal usesREAD MORE
Horrible,Samsung cheating  to people they are giving atleast full hd+ display at 15000k price range exynos 850 processor is a useless. phone is hanging .camera also not as expected no slow motion optionREAD MORE
Not good,SlowREAD MORE
Worth the money,OkREAD MORE
Perfect product!,Had purchased this phone for my mother. She likes it a lot and that makes it a great phone.READ MORE
Terrific purchase,GoodREAD MORE
Great product,GoodREAD MORE
Good choice,"Value for money,  Good set but front camera is bad...READ MORE"
Useless product,Mobile phones display is very low And camera is very poor and very low quality pictures And phones is not perfect for internet not working for best I am not satisfied for mobile and sellersREAD MORE
Decent product,2 day left and sometimes this is going to hang outREAD MORE
Must buy!,I like this phone very muchREAD MORE
Terrific purchase,Camera quality is good and display is also well ...cheap and best phoneREAD MORE
Excellent,ExcellentREAD MORE
Excellent,Excellent ProductREAD MORE
Highly recommended,This phone is very good overallREAD MORE
Not good,Packing is worst not satisfied with the productREAD MORE
Really Nice,Nothing I wish to said not badREAD MORE
Useless product,Touch not working properlyREAD MORE
Best in the market!,Love the phone very much.READ MORE
Very Good,Nice phone but slow chargingREAD MORE
Value-for-money,Better performanceREAD MORE
Awesome,Camera clarity lowREAD MORE
Waste of money!,Touch screen slowREAD MORE
Just wow!,BestREAD MORE
Unsatisfactory,Worst mobile full hangingREAD MORE
Decent product,GoodREAD MORE
Super!,Good features and very user friendlyREAD MORE
Unsatisfactory,Worst Phone . Cheeeeeeap quality . Don't buy this phone  friends .READ MORE
Fabulous!,Good phone ????READ MORE
Good quality product,As far as mobile is concerned it's good as far as delivery service and delivery boy it's worst never seen such arrogant behavior shamefullREAD MORE
Fabulous!,So nice mobileREAD MORE
Useless product,Don't buy this phone...this is totally 5- 7 k phone.dont buy phones from flipkart. They don't help customers in any problems while facing in phones.worst experience from flipkart.READ MORE
Just okay,Not bad that's all.READ MORE
Horrible,Phone touch was very poor and battery is not according to 5000mah it's only like 3000 Mah. In 5 to 6 hours battery was discharged. So many phone touch was not working in 5 days.READ MORE
Brilliant,Awesome budget phone fr your pocketREAD MORE
Fabulous!,Good oneREAD MORE
Classy product,Average phoneREAD MORE
Simply awesome,"It's battery performance is good, display is amazingVery shining back sideFront camera normal ( flash missing).READ MORE"
Brilliant,GoodREAD MORE
Terrific purchase,GoodREAD MORE
Best in the market!,Good not badREAD MORE
Just wow!,Good phone.READ MORE
Classy product,Amazing Samsung is the best.READ MORE
Must buy!,OkREAD MORE
Unsatisfactory,Diffected productREAD MORE
Does the job,Its price is high missing super almod display.READ MORE
Worth every penny,Good phoneREAD MORE
Bad quality,Some apps do not open in right time. Simply it doesn't give feeling of a new phoneREAD MORE
Perfect product!,niceREAD MORE
Decent product,GoodREAD MORE
Super!,Good features and very user friendlyREAD MORE
Unsatisfactory,Worst Phone . Cheeeeeeap quality . Don't buy this phone  friends .READ MORE
Fabulous!,Good phone ????READ MORE
Good quality product,As far as mobile is concerned it's good as far as delivery service and delivery boy it's worst never seen such arrogant behavior shamefullREAD MORE
Fabulous!,So nice mobileREAD MORE
Useless product,Don't buy this phone...this is totally 5- 7 k phone.dont buy phones from flipkart. They don't help customers in any problems while facing in phones.worst experience from flipkart.READ MORE
Just okay,Not bad that's all.READ MORE
Horrible,Phone touch was very poor and battery is not according to 5000mah it's only like 3000 Mah. In 5 to 6 hours battery was discharged. So many phone touch was not working in 5 days.READ MORE
Brilliant,Awesome budget phone fr your pocketREAD MORE
Good choice,Value for money. The camera is good in this price segment and the interface has been really good. In last one week I have used it with ease and have no complaints.  I like the comfort handling and its user friendly interface with all the right features that is required to make the best in this range. I do suggest all to use this phone model in this price segment. You will love it.READ MORE
Slightly disappointed,Not worthy in this priceREAD MORE
Fair,Slow motion camera not available and money more thanREAD MORE
Really Nice,Good under budgetREAD MORE
Best in the market!,GoodREAD MORE
Good choice,Overall happy with this productREAD MORE
Fair,Product is just ok .....Not so good not so bad .......READ MORE
Best in the market!,NiceREAD MORE
Classy product,Good phone for the priceREAD MORE
Worth the money,Well done Samsung.its perfect.READ MORE
Awesome,Thank you flipkart . i have been connect with flipkart since 2014 and best tremendous online shopping experience . once again thanku flipkart and teamREAD MORE
Terrific,Best phone amazing shape battery backup amazing full hd display love it???READ MORE
Worth the money,Good product for this rangeREAD MORE
Pretty good,Good samsung lovers osm phone battery 5000mh good very very goodREAD MORE
Super!,"Good phone, i am using samsung phone for last 10 years and this is the best phone..??????READ MORE"
Classy product,Nice mobile phoneREAD MORE
Wonderful,In a very good affordable price this is an amazing product by samsung.Camera is awesome Looking professionalBattery backup is also very goodcharging speed is good in 40 minutes you can charge fullyFinger print sensor is very fastTo purchasing this product is awesome in this price range there is no phones.READ MORE
Highly recommended,"better product in this range, i must say its having a cool n stylish design.awesome back pannel and front camera is on a unique place..i loved this product.READ MORE"
Worth every penny,Excellent product go for it without any doubt/if/but.READ MORE
Just wow!,Great ProductREAD MORE
Mind-blowing purchase,Best qualityREAD MORE
Nice Product By Samsung,Phone is Very nice and Beterry backup is Excelent So i am Suggest if you want get Best Betery and Screen Then Go toSamsung A21s.I am happy .READ MORE
Great product,Awesome productREAD MORE
Worthless,Very bad quality cameraREAD MORE
Good choice,Value for money. The camera is good in this price segment and the interface has been really good. In last one week I have used it with ease and have no complaints.  I like the comfort handling and its user friendly interface with all the right features that is required to make the best in this range. I do suggest all to use this phone model in this price segment. You will love it.READ MORE
Slightly disappointed,Not worthy in this priceREAD MORE
Fair,Slow motion camera not available and money more thanREAD MORE
Really Nice,Good under budgetREAD MORE
Best in the market!,GoodREAD MORE
Good choice,Overall happy with this productREAD MORE
Decent product,It’s okREAD MORE
Does the job,Camera performance is not good .. otherwise ok.READ MORE
Super!,Samsung Galaxy super mobileREAD MORE
Wonderful,This phone is good but looking too havey in iur hand.READ MORE
Must buy!,GoodREAD MORE
Classy product,"Highly recommended, excellent buy.READ MORE"
Utterly Disappointed,Display Resolution Very BADSpeaker BadCamera Not GoodThick SetDON'T BUYREAD MORE
Fabulous!,ExcellentREAD MORE
Very Good,SuperREAD MORE
Mind-blowing purchase,"Awesome phone.At this price range, this is the best available phone, when you are boycotting the chinese products.Samsung did a great job. Really satisfied with the performance, camera, battery backup.READ MORE"
Fair,Repeated Hangs of mobile. Never expected this.READ MORE
Perfect product!,Product is good but taking extra charges in EMIREAD MORE
Fabulous!,Would have provided back caseREAD MORE
Does the job,GoodREAD MORE
Wonderful,Awesome phone wid fab camREAD MORE
Not good,"No year phones , no compliment giftREAD MORE"
Delightful,Best non china phone under this priceREAD MORE
Decent product,For lite use onlyREAD MORE
Best in the market!,NiceREAD MORE
Could be way better,Apps : mostly Samsung apps.  Installing unnecessary apps over software updates.Camera : Really worse camera.  No clarity at all.  Don't think about this 48MP camera.  You gonna loose your sweet memories.Android OS : No Pure  Android experiance.I wont' recommend this model.READ MORE
Best in the market!,Good Condition and ExcellentREAD MORE
Super!,BestREAD MORE
Great product,Loved itREAD MORE
Best in the market!,Much betterREAD MORE
Decent product,It’s okREAD MORE
Does the job,Camera performance is not good .. otherwise ok.READ MORE
Super!,Samsung Galaxy super mobileREAD MORE
Wonderful,This phone is good but looking too havey in iur hand.READ MORE
Must buy!,GoodREAD MORE
Classy product,"Highly recommended, excellent buy.READ MORE"
Absolute rubbish!,Software quality is very poor mobile continue hangREAD MORE
Decent product,"Camera, battery backup is good, display quality is average,  processor is average than snapdragon, it's better to buy m31s with more features and ram & rom in 19k rather than 15kREAD MORE"
Good choice,Sound fault speakerREAD MORE
Horrible,VERY BADREAD MORE
Really Nice,Low quality of Micro camera. Contact interface is very old standard like a feature phone. I buy this phone in 15000 Rs. But price is I think 2000 high.Other wise good product.READ MORE
Fair,Not bad but averageREAD MORE
Mind-blowing purchase,Nice looking awesomeREAD MORE
Pretty good,Good productREAD MORE
Delightful,"Good,  but sensitivity is some slow  and overall product is good , but price could be some low nearly 13000..READ MORE"
Very Good,"Overall good performance but incoming call voice is too low compare to my moto g5splus , hope so any software update will further enhance the voice call sound.READ MORE"
Delightful,Best non china phone under this priceREAD MORE
Decent product,For lite use onlyREAD MORE
Best in the market!,NiceREAD MORE
Could be way better,Apps : mostly Samsung apps.  Installing unnecessary apps over software updates.Camera : Really worse camera.  No clarity at all.  Don't think about this 48MP camera.  You gonna loose your sweet memories.Android OS : No Pure  Android experiance.I wont' recommend this model.READ MORE
Super!,GoodREAD MORE
Mind-blowing purchase,Realy s wonderful smartphone that comes in budget price with stock Android.Just we purchased on 10 September it's become a centre of attention in our street.we kept it out side of the house and twenty persons came to look it's out side performanceREAD MORE
Brilliant,SuperREAD MORE
Very Good,Good and niceREAD MORE
Not good,The charger provided was not working..READ MORE
Perfect product!,The best mobile i m so happy in price.i love flipkartREAD MORE
Just wow!,Good and satisfactory product worth for moneyREAD MORE
Terrific purchase,GOOD PRODUCT.  TIMELY DELIVERY BY FLIPKART.READ MORE
Good choice,GoodREAD MORE
Bad quality,High pricing...display averageREAD MORE
Perfect product!,awsomeREAD MORE
Decent product,Display is totally not upto the mark.. At this price point it was not expected.READ MORE
Wonderful,Nice phoneREAD MORE
Wonderful,AwesomeREAD MORE
Really Nice,Nice performance phoneREAD MORE
Does the job,Low QualityREAD MORE
Mind-blowing purchase,Nice looking awesomeREAD MORE
Pretty good,Good productREAD MORE
Delightful,"Good,  but sensitivity is some slow  and overall product is good , but price could be some low nearly 13000..READ MORE"
Very Good,"Overall good performance but incoming call voice is too low compare to my moto g5splus , hope so any software update will further enhance the voice call sound.READ MORE"
Nice product,goodREAD MORE
Excellent,GoodREAD MORE
Super!,Very nice quality.Product is supperREAD MORE
Nice,"I expected that the phone has the feature of automatic sleep with automatic on ,as per our required time like in night time but it is not having. Second cameras bulging outside the body is somewhat odd. Anyhow it is managed by thick cover. Cameras are really very good. Charging pin configuration is very good. Satisfied with purchase other than firstREAD MORE"
Terrific,Nice phoneREAD MORE
Best in the market!,Samsung A21s is mind-blowing. Camera takes fantastic photo. Phone looks good in shape. Battery takes minimum time to recharge. It is good phone to buyREAD MORE
Best in the market!,Good ProductREAD MORE
Fabulous!,Samsung is trust of brand and electronic product samsung is best option to buy this product and i have no any problem in brand so i like samsung and phone is superb aswosme u go other brand in this price range but this brand is superbREAD MORE
Brilliant,Awesome Mobile i ever useREAD MORE
Mind-blowing purchase,love itREAD MORE
Highly recommended,Affordable product very nice battery backup superbREAD MORE
Very Good,Overall Good mobile phone.READ MORE
Brilliant,"I love it, overall design and camera awesomeREAD MORE"
Great product,gudREAD MORE
Excellent,"Amazing camera qualities-1 camera for normal photos,1 for wide angled shots,1 for micro camera and  1 for food shots.Front camera is also very sharp.Amazing display-6.2 inches full screen display.Amazing battery- 2 day battery life and super fast charging.Amazing performance-high speed processor helps while playing games and exclusive samsung features like ultra data saving mode,samsung max, etc.Overall amazing performance and a steal deal for such a good price. I am fully satisfied.READ MORE"
Wonderful,NYC product..sometimes hangedREAD MORE
Fabulous!,GoodREAD MORE
Absolute rubbish!,Worst phone camera quality worst display quality too worst Waste of money don't suggest to any oneREAD MORE
Value-for-money,Overall happy with experience. Battery and camera good so farREAD MORE
Wonderful,So amazing mobile at this price but camera protection not good use is it carefully and good performance best camera any other phone camera clearity is so good....READ MORE
Worth every penny,Nice productREAD MORE
Just wow!,Just awesomeREAD MORE
Just wow!,GoodREAD MORE
Nice,Camera quality to much poorREAD MORE
Pretty good,A nice handset with all the necessary functions. Good to operate and till date absolutely working fine ... No complaints except the back cover and screen guard which are not available even after 3 months of launch....READ MORE
Very bad experience,"phone is not working properly, its got hang and touch is not working properly, and sound is also not working properly product received defective.... very bad experience from flipkart dont buy this properly.READ MORE"
Great product,NiceREAD MORE
Wonderful,"According to its cost,it os good.READ MORE"
Great product,Excellent mobile good Camara quality it's too good hand set I very much satisfied thanks to flip kart providing such a beautiful mobile.??????????????READ MORE
Wonderful,"Very good quality, suggestion for buy.READ MORE"
Best in the market!,Good ProductREAD MORE
Fabulous!,Samsung is trust of brand and electronic product samsung is best option to buy this product and i have no any problem in brand so i like samsung and phone is superb aswosme u go other brand in this price range but this brand is superbREAD MORE
Brilliant,Awesome Mobile i ever useREAD MORE
Mind-blowing purchase,love itREAD MORE
Highly recommended,Affordable product very nice battery backup superbREAD MORE
Very Good,Overall Good mobile phone.READ MORE
Brilliant,"I love it, overall design and camera awesomeREAD MORE"
Great product,gudREAD MORE
Excellent,"Amazing camera qualities-1 camera for normal photos,1 for wide angled shots,1 for micro camera and  1 for food shots.Front camera is also very sharp.Amazing display-6.2 inches full screen display.Amazing battery- 2 day battery life and super fast charging.Amazing performance-high speed processor helps while playing games and exclusive samsung features like ultra data saving mode,samsung max, etc.Overall amazing performance and a steal deal for such a good price. I am fully satisfied.READ MORE"
Wonderful,NYC product..sometimes hangedREAD MORE
Fabulous!,GoodREAD MORE
Absolute rubbish!,Worst phone camera quality worst display quality too worst Waste of money don't suggest to any oneREAD MORE
Value-for-money,Overall happy with experience. Battery and camera good so farREAD MORE
Wonderful,So amazing mobile at this price but camera protection not good use is it carefully and good performance best camera any other phone camera clearity is so good....READ MORE
Worth every penny,Nice productREAD MORE
Just wow!,Just awesomeREAD MORE
Just wow!,GoodREAD MORE
Nice,Camera quality to much poorREAD MORE
Pretty good,A nice handset with all the necessary functions. Good to operate and till date absolutely working fine ... No complaints except the back cover and screen guard which are not available even after 3 months of launch....READ MORE
Very bad experience,"phone is not working properly, its got hang and touch is not working properly, and sound is also not working properly product received defective.... very bad experience from flipkart dont buy this properly.READ MORE"
Simply awesome,Mst mobREAD MORE
Highly recommended,Phone color and paformance is very cool and the display also it is coollREAD MORE
Delightful,Nice mobilesREAD MORE
Wonderful,AwesomeREAD MORE
Wonderful,Delivered in time. Nice delivery boy. Good product. Touch screen speed is excellent. Review in 3 days of use.READ MORE
Nice,GoodREAD MORE
Nice product,Please improve camera quality for midrange phone like A21s and Display also.READ MORE
Awesome,Thanks flipkartREAD MORE
Good quality product,Very niceREAD MORE
Decent product,"Good phone...premium look ....camera is not so good but other than csmera, performance is all over goodREAD MORE"
Waste of money!,Not as exceptedREAD MORE
Best in the market!,The screen is lavish gives you a great feeling to view videos play games etc.. the look is great and quite impressive additionally the Ram and Hard disk helps a lot to maintain your daily chores. In the end the best part is the camera with 48 MP and wide camera range it is the best picture quality cameraREAD MORE
Fabulous!,GoodREAD MORE
Terrible product,Not getting tower/ net work all the time... And also hang sometimeREAD MORE
Terrific purchase,Beautiful mobileREAD MORE
Good choice,the box is already unboxed. packing service was not good.mobile is very lightweight. otherwise it is goodREAD MORE
Classy product,ExcellentREAD MORE
Wonderful,"Product is very good and delivered as per schedule. Samsung has made the A series really at par with other high range phones. Loving it so far.There was an issue in the exchange offer. Though the old product was meeting all criteria for declared exchange value, the delivery person was pre-determined to reduce exchange value without any logic. Such an important authority when vested upon him, should be handled carefully. He misguided us in every step and cancelled the order. He kept refusing ...READ MORE"
Wonderful,Waoo it's the best mobile under 15000READ MORE
Brilliant,"Excellent,Good looking.I appreciate it very well.READ MORE"
Good quality product,I have not recieved super coin for this ..please credit immediatelyREAD MORE
Worth every penny,"OneUI 2.1 with best experiencebest software optimization and better battery life,after 8 hrs of battery usage a day still around 45%remainingfeels light (less weight) in hand. handy and comfortable to use...??????READ MORE"
Good choice,No fullhd and super amoled display bt still worth it in 14250/-READ MORE
Brilliant,Excellent phone.Suberb image quality with Samsung brand.READ MORE
Super!,I m using this phone from last week. It has value for money product and i totally love this product.Thank you flipkart for dast delivery and thank you samsung for budget smartphone everREAD MORE
Very Good,Very niceREAD MORE
Perfect product!,As far as I experienced.. this set is awesome as per the price. and foremost it is manufactured in India.READ MORE
Worst experience ever!,Made a blunder mistake by buying this Phone. POOR CAMERA QUALITY..TOTALLY DISAPPOINTED!READ MORE
Very Good,Best phone i have ever usedREAD MORE
Highly recommended,AwsumREAD MORE
Simply awesome,I am very pleasedREAD MORE
Decent product,Really slow in performance.  Looks like the phone was used for around 4-5 years with multiple scratchesREAD MORE
Awesome,This is Just an awesome phone with mid budget.READ MORE
Wonderful,Good product.. Review after using the mobile for two daysREAD MORE
Super!,goodREAD MORE
Moderate,"Biometric sensor stopped working just in a month, definitely not value for money. Better to go for totally made in india brands like lava, micromax..READ MORE"
Good choice,Very nice phone Easy to useREAD MORE
Fair,Heavy phone via weightREAD MORE
Terrific,Very good productREAD MORE
Simply awesome,They delivered it in 3 days. My best ever phone. I love it :3 Samsung for life.READ MORE
Just okay,Mobile heat always ....and hang alsoREAD MORE
Nice product,Basic features are very good. But touch is little disapointing..READ MORE
Expected a better product,Body quality is not good. some outer part is make sound.READ MORE
Good,It's a good phone .READ MORE
Good choice,I love the phone. I've been using it for 21 days now. The only thing that sucks is that it doesn't have night mode. Overall it's a good phone from Samsung and it's the first phone from Samsung I've bought.READ MORE
Simply awesome,"Amazing Product by Samsung, ""A"" series is always Awesome like this A21s has awesome camera, battery and performance.Superb Look by Superb Samsung, and Always Go For Superb, without any Doubt ?? ?? ??READ MORE"
Delightful,"Been using this phone for the past 1 months and these are the various pros and cons according to me :Pros:Phone looks good Battery works for 3-4 days with moderate use.Camera is average but excellent in this price range.Phone is fast , doesn't hang up and gets heated on prolonged use .Cons :Phone is a bit heavySize is big ,so it might be strenuous to use if you got small hands .Display could have been lot better . But again I am comparing it's display with my iPhone 8, so still it's ...READ MORE"
Wonderful,OkayREAD MORE
Mind-blowing purchase,Very good product in this cost.READ MORE
Wonderful,"Worth buying, camera quality is good in day light, love the battery backup, design also supper.If you want to go for non Chinese and budget phone, just go for it.Not recommended for heavy gamers.READ MORE"
Classy product,Supper conditions  and nice qualityREAD MORE
Simply awesome,Awsome battery and nice camera. I specially loved the design. Screen size is big but still the device gives you a perfect grip.READ MORE
Good quality product,"It has a long lasting battery and nice ,large display.READ MORE"
Simply awesome,It was amazing..READ MORE
Worth every penny,"Amazing buy for a house Wife like me fits my budget!!Wonderful camera ,easy to use,Of course size does matters..!!READ MORE"
Simply awesome,This is awesome product worth of money super......READ MORE
Awesome,This is Just an awesome phone with mid budget.READ MORE
Wonderful,Good product.. Review after using the mobile for two daysREAD MORE
Super!,goodREAD MORE
Moderate,"Biometric sensor stopped working just in a month, definitely not value for money. Better to go for totally made in india brands like lava, micromax..READ MORE"
Good choice,Very nice phone Easy to useREAD MORE
Fair,Heavy phone via weightREAD MORE
Terrific,Very good productREAD MORE
Simply awesome,They delivered it in 3 days. My best ever phone. I love it :3 Samsung for life.READ MORE
Just okay,Mobile heat always ....and hang alsoREAD MORE
Nice product,Basic features are very good. But touch is little disapointing..READ MORE
Delightful,superbREAD MORE
Classy product,Nice pickREAD MORE
Best in the market!,Wow simply awesome phone????????camera features are also awesomeREAD MORE
Excellent,It's good phone for play pubg and this phone is also use youtuberREAD MORE
Terrific purchase,Good mobile all over good thing that not hanging. Battery is quite good display nice touch awesome.READ MORE
Terrific,Good lookREAD MORE
Wonderful,Worth of moneyREAD MORE
Worthless,Camera quality is bad.READ MORE
Pretty good,Product is very good but delivery to much late 2 times date change for deliveryREAD MORE
Unsatisfactory,the phone is absolutely not worth what we are paying for the display of the phone looks like a mediocre low budget phone the camera is not at all upto the mark and you can get better camera in a half the price in other brands I really can't understand how this phone is garnering such hype wen nothing about the phone is great even the performance is not upto the mark there is a lot of lag even without installing any of the apps the user interface is also really really badREAD MORE
Bad quality,Bad camera mobileREAD MORE
Awesome,ExcellentREAD MORE
Pretty good,Awesome phone....camera performance is superb....focus limit is very high...each detail can be captured...sound is very clear & crispLookwise...wow...READ MORE
Don't waste your money,Back cover not reservedREAD MORE
Nice product,PRODUCT IS GOODREAD MORE
Hated it!,Don't buy this mobile this is worst  mobile display is not good at top of the front cam the touch is not working properly and camera quality is too bad for that price you have go for another mobileREAD MORE
Super!,Great ..Thanks to flipkartREAD MORE
Simply awesome,very nice mobileREAD MORE
Worth every penny,Nice productREAD MORE
Must buy!,"Good phone, could have been much better for this price range. Similar price you get much better value for money with oppo, mi etc.Overall took for my mom, so it's good. Boycott China. And their brands.READ MORE"
Fabulous!,"????? ??? ????y. ??? I have 2 suggestions1. No headphone inside the box, if possible please provide that.2. Charging cable is to short.READ MORE"
Highly recommended,SuperbREAD MORE
Super!,Very good productREAD MORE
Just wow!,Add headphone alsoREAD MORE
Delightful,superbREAD MORE
Classy product,Nice pickREAD MORE
Best in the market!,Wow simply awesome phone????????camera features are also awesomeREAD MORE
Excellent,It's good phone for play pubg and this phone is also use youtuberREAD MORE
Terrific purchase,Good mobile all over good thing that not hanging. Battery is quite good display nice touch awesome.READ MORE
Terrific,Good lookREAD MORE
Must buy!,"Nice phone, good camera ,value for moneyREAD MORE"
Absolute rubbish!,Selfi Camera very bed and batary backup very poor and Returns are not refunded after purchase. It is a poor product. My mony is wasted.READ MORE
Fair,48mp camera is not even worth of 7000 mobile price. Pls go for the other option as there are many for this price as Samsung . Should not have trusted samsung and would go for the other brand if asked to replace this mobile .READ MORE
Not recommended at all,"One of the worst phone I have purchased. Camera very poor, comsistant network issues, poor display & touch.But anyway, dabba is nice.READ MORE"
Terrific,Back side look is amazing in rainbow editionREAD MORE
Perfect product!,Just Excellent. Awesome phone with awesome camera....Just like it. Without any second thinking just go for this.READ MORE
Brilliant,Very goodREAD MORE
Simply awesome,SuperbREAD MORE
Terrific,goodREAD MORE
Just wow!,StupendousREAD MORE
Super!,Great ..Thanks to flipkartREAD MORE
Simply awesome,very nice mobileREAD MORE
Worth every penny,Nice productREAD MORE
Must buy!,"Good phone, could have been much better for this price range. Similar price you get much better value for money with oppo, mi etc.Overall took for my mom, so it's good. Boycott China. And their brands.READ MORE"
Bad quality,Poor deviceREAD MORE
Awesome,Very nice productREAD MORE
Brilliant,Thanks Flikart  Delivery before time  And Thanks Adil s ajmeri Delivery  boyREAD MORE
Highly recommended,SuperREAD MORE
Fair,GoodREAD MORE
Nice product,NiceREAD MORE
Mind-blowing purchase,Supper mobile phoneVery goodREAD MORE
Highly recommended,I loved my samsung phoneREAD MORE
Terrific,ExcellentREAD MORE
Highly recommended,Beautiful phone. Non chineseREAD MORE
Pretty good,Awesome product on flipkartREAD MORE
Good quality product,Wale you for moneyREAD MORE
Must buy!,In very nice phoneREAD MORE
Awesome,Just go for it...READ MORE
Just wow!,Very good product...READ MORE
Fair,"No phone cover , no earphone and temperd with the phoneREAD MORE"
Useless product,"Most drowback of this phone is, This is going switch off automatically and need to do forcefully on and Customer care also not able to support on this issue... Please don't purchase this phone if you cannot afford another phone after purchase this...READ MORE"
Simply awesome,GoodREAD MORE
Decent product,Network problemREAD MORE
Best in the market!,Good poductREAD MORE
Perfect product!,Nice Phone..READ MORE
Good,Nice but value for money is so high... ??READ MORE
Terrific purchase,GoodREAD MORE
Highly recommended,Nic perodectREAD MORE
Great product,AwesomeREAD MORE
Nice,Average product.camera & Display Quality is average.Build quality is fine.READ MORE
Good choice,I am giving 4 ?? because I got a late deliveryI like the device it was a good oneREAD MORE
Mind-blowing purchase,"Nice mobile,,,Value for money ??,READ MORE"
Mind-blowing purchase,Good Product. No AmoLED Screen. Camera is nice in daylight. Under budget.READ MORE
Excellent,Overall excellent job flipkartREAD MORE
Fabulous!,BeautifulREAD MORE
Best in the market!,The phone is very good and the performance alsoREAD MORE
Just wow!,OkREAD MORE
Good quality product,GoodREAD MORE
Pretty good,Good oneREAD MORE
Fabulous!,Superb  mobileREAD MORE
Must buy!,In very nice phoneREAD MORE
Awesome,Just go for it...READ MORE
Just wow!,Very good product...READ MORE
Fair,"No phone cover , no earphone and temperd with the phoneREAD MORE"
Useless product,"Most drowback of this phone is, This is going switch off automatically and need to do forcefully on and Customer care also not able to support on this issue... Please don't purchase this phone if you cannot afford another phone after purchase this...READ MORE"
Simply awesome,GoodREAD MORE
Decent product,Network problemREAD MORE
Best in the market!,Good poductREAD MORE
Perfect product!,Nice Phone..READ MORE
Good,Nice but value for money is so high... ??READ MORE
Perfect product!,NiceREAD MORE
Delightful,There is no ear cord .READ MORE
Decent product,Gud vry niceREAD MORE
Wonderful,Overall it's a above average phone.....price is little higher. It's price must be below 12kREAD MORE
Terrific,GoodREAD MORE
Great product,Best phone in this priceREAD MORE
Really Nice,I am not found 50 supercoinsREAD MORE
Classy product,AWESOME PRODUCT!!! After using seven days I am writing this review. Camera quality is good. Craftsmanship is very fantastic.  Battery back is also good. Overall it is very nice phone over this range.??????ghanshyam!!!READ MORE
Terrific,Very niceREAD MORE
Awesome,Perfect phone under this budget.READ MORE
Classy product,No. 1 ??READ MORE
Wonderful,Fon is good but delivery is very badREAD MORE
Fabulous!,"I buy this phone on the rate of 16,500 4gb ram blue colour . I don't know why sumsung is soo costly rather than the Chinese one ???READ MORE"
Value-for-money,GoodREAD MORE
Wonderful,It is a good phoneREAD MORE
Good quality product,"Items expected for the amount:There is no screen/scratch guard in the box.No reverse charging.No slow motion video.No front flash6GB Ram, 128GB internal storageGood ones:Battery power.Display.Processor.C type with fast charge.Camera modes to take pictures.My expected extra features might not be available but the mandatory specifications are available for the handset.Awesome Korean brand with Indian made....READ MORE"
Just okay,Mobile does not work smoothlyREAD MORE
Wonderful,Against China mobile.Great smart phoneREAD MORE
Good quality product,GoodREAD MORE
Nice,Camera is not goodREAD MORE
Awesome,Prodak very goodREAD MORE
Good choice,D ph is gud but d delivers system they didn't protect d ph properlyREAD MORE
Simply awesome,very nice productREAD MORE
Wonderful,the product is good excellent battery camera is good overall all in one happy with thisREAD MORE
Highly recommended,Good one...worth buying...READ MORE
Must buy!,GoodREAD MORE
Just wow!,"rear camera 48 MP expectedbut when i click picture its getting spreads after zoom ??there is no back cover with mobile??otherwise battery , screen, touch, front camera, processor, look all is awesome!!!delivery boys also good person thanks to flipkart??plzzz think about mobile protection ??????READ MORE"
Wonderful,I loved it.READ MORE
Best in the market!,So good  I'm so happyREAD MORE
Pretty good,"camera is not upto the mark , rest all features and specification are goodREAD MORE"
Really Nice,I am not found 50 supercoinsREAD MORE
Classy product,AWESOME PRODUCT!!! After using seven days I am writing this review. Camera quality is good. Craftsmanship is very fantastic.  Battery back is also good. Overall it is very nice phone over this range.??????ghanshyam!!!READ MORE
Terrific,Very niceREAD MORE
Awesome,Perfect phone under this budget.READ MORE
Classy product,No. 1 ??READ MORE
Wonderful,Fon is good but delivery is very badREAD MORE
Fabulous!,"I buy this phone on the rate of 16,500 4gb ram blue colour . I don't know why sumsung is soo costly rather than the Chinese one ???READ MORE"
Value-for-money,GoodREAD MORE
Wonderful,It is a good phoneREAD MORE
Good quality product,"Items expected for the amount:There is no screen/scratch guard in the box.No reverse charging.No slow motion video.No front flash6GB Ram, 128GB internal storageGood ones:Battery power.Display.Processor.C type with fast charge.Camera modes to take pictures.My expected extra features might not be available but the mandatory specifications are available for the handset.Awesome Korean brand with Indian made....READ MORE"
Worth every penny,Very nice cellREAD MORE
Mind-blowing purchase,Battery backup is really really good...exellent mobile from samsung??READ MORE
Wonderful,"Excellent product, camera quality is very good, overall excellent.READ MORE"
